-1 1:2.0 2:0.5 3:0.0 4:0.5 5:0.0 6:0.0 7:0.000000000000000 8:0.0 9:0.0 10:1.0 11:0.0 12:0.000000000000000
-1 1:1.0 2:1.0 3:1.0 4:0.0 5:0.0 6:1.0 7:0.000000000000000 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000000000000000
+1 1:23.0 2:0.391304347826087 3:0.782608695652174 4:0.30434782608695654 5:0.043478260869565216 6:0.30434782608695654 7:0.000000000000000 8:0.0 9:0.0 10:0.043478260869565216 11:0.0 12:0.000000000000000
-1 1:3.0 2:0.3333333333333333 3:3.3333333333333335 4:2.0 5:0.0 6:0.0 7:3.691069171985466 8:0.6666666666666666 9:0.0 10:0.0 11:0.0 12:0.000497265042268
-1 1:1.0 2:1.0 3:1.0 4:0.0 5:0.0 6:0.0 7:2.190611797813605 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000486618004866
-1 1:6.0 2:0.3333333333333333 3:0.6666666666666666 4:0.6666666666666666 5:0.16666666666666666 6:0.0 7:0.602059991327962 8:0.0 9:0.0 10:0.16666666666666666 11:0.0 12:0.009478672985782
-1 1:1.0 2:1.0 3:1.0 4:0.0 5:0.0 6:0.0 7:0.000000000000000 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000000000000000
-1 1:2.0 2:0.5 3:1.0 4:0.0 5:0.0 6:0.0 7:0.000000000000000 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000000000000000
-1 1:1.0 2:1.0 3:0.0 4:1.0 5:0.0 6:0.0 7:0.000000000000000 8:0.0 9:0.0 10:0.0 11:0.0 12:0.004149377593361
-1 1:1.0 2:1.0 3:0.0 4:0.0 5:0.0 6:1.0 7:0.000000000000000 8:0.0 9:0.0 10:0.0 11:1.0 12:0.000000000000000
-1 1:1.0 2:1.0 3:4.0 4:0.0 5:0.0 6:0.0 7:0.753327666658611 8:0.0 9:0.0 10:1.0 11:0.0 12:0.006060606060606
-1 1:3.0 2:0.6666666666666666 3:0.6666666666666666 4:0.6666666666666666 5:0.0 6:0.0 7:2.471291711058939 8:0.0 9:0.0 10:0.3333333333333333 11:0.0 12:0.001026694045175
-1 1:1.0 2:1.0 3:0.0 4:2.0 5:1.0 6:0.0 7:2.529555618255676 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000486381322957
-1 1:1.0 2:1.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.000000000000000 8:0.0 9:0.0 10:1.0 11:0.0 12:0.005681818181818
-1 1:5.0 2:0.2 3:0.4 4:0.4 5:0.0 6:0.2 7:0.000000000000000 8:0.2 9:0.0 10:0.0 11:0.0 12:0.000000000000000
-1 1:1.0 2:1.0 3:0.0 4:1.0 5:0.0 6:0.0 7:1.342422680822206 8:0.0 9:0.0 10:0.0 11:1.0 12:0.006944444444444
-1 1:5.0 2:0.2 3:1.0 4:0.2 5:0.0 6:0.4 7:0.000000000000000 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000000000000000
-1 1:4.0 2:0.25 3:1.5 4:0.25 5:0.25 6:0.0 7:0.000000000000000 8:0.0 9:0.0 10:0.0 11:0.5 12:0.000000000000000
-1 1:1.0 2:1.0 3:1.0 4:0.0 5:0.0 6:0.0 7:1.342422680822206 8:0.0 9:0.0 10:0.0 11:0.0 12:0.005952380952381
-1 1:1.0 2:1.0 3:1.0 4:1.0 5:0.0 6:0.0 7:1.628242924171679 8:0.0 9:0.0 10:1.0 11:0.0 12:0.000475963826749
-1 1:3.0 2:0.6666666666666666 3:2.0 4:1.0 5:0.0 6:0.0 7:2.869086248310211 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000951474785918
-1 1:7.0 2:0.14285714285714285 3:0.42857142857142855 4:0.14285714285714285 5:0.0 6:0.14285714285714285 7:0.000000000000000 8:0.14285714285714285 9:0.0 10:0.14285714285714285 11:0.0 12:0.000000000000000
-1 1:1.0 2:1.0 3:1.0 4:21.0 5:0.0 6:0.0 7:0.000000000000000 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000000000000000
-1 1:1.0 2:1.0 3:1.0 4:0.0 5:0.0 6:0.0 7:3.917075641909558 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000473260766682
-1 1:2.0 2:1.0 3:1.0 4:0.0 5:0.0 6:0.0 7:1.146128035678238 8:0.0 9:0.0 10:0.0 11:0.0 12:0.009852216748768
-1 1:1.0 2:1.0 3:1.0 4:2.0 5:0.0 6:0.0 7:0.706453606755315 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000473260766682
-1 1:1.0 2:1.0 3:1.0 4:0.0 5:0.0 6:0.0 7:0.000000000000000 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000000000000000
-1 1:1.0 2:1.0 3:1.0 4:1.0 5:0.0 6:0.0 7:0.000000000000000 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000000000000000
-1 1:1.0 2:1.0 3:0.0 4:0.0 5:1.0 6:1.0 7:0.000000000000000 8:0.0 9:0.0 10:0.0 11:0.0 12:0.003278688524590
-1 1:2.0 2:1.0 3:0.0 4:1.0 5:0.0 6:0.0 7:0.000000000000000 8:0.0 9:0.0 10:0.0 11:1.0 12:0.000000000000000
-1 1:2.0 2:0.5 3:1.0 4:0.5 5:0.0 6:0.5 7:0.000000000000000 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000000000000000
-1 1:3.0 2:0.3333333333333333 3:1.0 4:0.3333333333333333 5:0.0 6:0.0 7:1.220108088040055 8:0.3333333333333333 9:0.0 10:0.3333333333333333 11:0.0 12:0.000362976406534
-1 1:10.0 2:0.6 3:0.8 4:0.2 5:0.0 6:0.0 7:2.710484060698486 8:0.0 9:0.0 10:0.1 11:0.1 12:0.036363636363636
+1 1:1.0 2:1.0 3:1.0 4:0.0 5:0.0 6:0.0 7:0.000000000000000 8:0.0 9:0.0 10:0.0 11:1.0 12:0.000000000000000
+1 1:3.0 2:0.6666666666666666 3:1.0 4:2.0 5:0.6666666666666666 6:0.6666666666666666 7:0.698970004336019 8:0.0 9:0.0 10:0.0 11:0.0 12:0.003267973856209
-1 1:1.0 2:1.0 3:0.0 4:1.0 5:0.0 6:0.0 7:0.000000000000000 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000000000000000
+1 1:20.0 2:0.25 3:0.75 4:0.2 5:0.15 6:0.25 7:0.000000000000000 8:0.1 9:0.0 10:0.1 11:0.0 12:0.000909090909091
-1 1:2.0 2:0.5 3:1.5 4:2.5 5:0.5 6:0.0 7:3.422017261423691 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000255362614913
-1 1:1.0 2:1.0 3:1.0 4:1.0 5:0.0 6:0.0 7:1.322219294733919 8:0.0 9:0.0 10:0.0 11:0.0 12:0.004048582995951
-1 1:4.0 2:0.25 3:1.0 4:0.75 5:0.0 6:0.0 7:1.799340549453582 8:0.0 9:0.0 10:0.0 11:0.0 12:0.002155172413793
-1 1:1.0 2:1.0 3:1.0 4:1.0 5:1.0 6:0.0 7:0.000000000000000 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000247035573123
+1 1:10.0 2:0.3 3:0.9 4:1.0 5:0.0 6:0.1 7:2.193632480608035 8:0.0 9:0.0 10:0.1 11:0.0 12:0.000734753857458
-1 1:6.0 2:0.16666666666666666 3:0.6666666666666666 4:0.6666666666666666 5:0.6666666666666666 6:0.6666666666666666 7:0.000000000000000 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000000000000000
-1 1:6.0 2:0.3333333333333333 3:1.0 4:0.0 5:0.0 6:0.16666666666666666 7:0.000000000000000 8:0.0 9:0.0 10:0.0 11:0.16666666666666666 12:0.000000000000000
-1 1:3.0 2:0.3333333333333333 3:1.3333333333333333 4:1.0 5:0.0 6:0.0 7:0.000000000000000 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000000000000000
-1 1:1.0 2:1.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.000000000000000 8:0.0 9:0.0 10:1.0 11:0.0 12:0.002702702702703
-1 1:4.0 2:0.5 3:1.0 4:0.0 5:0.0 6:0.0 7:0.477121254719662 8:0.0 9:0.0 10:0.25 11:0.0 12:0.000251762336354
+1 1:6.0 2:0.16666666666666666 3:0.8333333333333334 4:0.5 5:0.16666666666666666 6:0.0 7:0.000000000000000 8:0.0 9:0.0 10:0.16666666666666666 11:0.0 12:0.000000000000000
-1 1:4.0 2:0.5 3:1.5 4:0.25 5:0.25 6:0.25 7:0.000000000000000 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000000000000000
+1 1:2.0 2:0.5 3:2.0 4:0.5 5:0.0 6:0.5 7:0.000000000000000 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000000000000000
-1 1:1.0 2:1.0 3:0.0 4:1.0 5:1.0 6:0.0 7:0.000000000000000 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000000000000000
+1 1:10.0 2:0.2 3:0.7 4:0.3 5:0.0 6:0.0 7:0.000000000000000 8:0.1 9:0.0 10:0.1 11:0.1 12:0.000000000000000
+1 1:2.0 2:0.5 3:1.5 4:0.5 5:0.0 6:0.5 7:5.911800951586661 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000248323814254
+1 1:4.0 2:0.5 3:0.75 4:0.0 5:0.0 6:0.0 7:0.000000000000000 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000000000000000
-1 1:2.0 2:1.0 3:1.0 4:1.0 5:0.0 6:0.0 7:0.000000000000000 8:0.5 9:0.0 10:0.0 11:0.0 12:0.000000000000000
-1 1:1.0 2:1.0 3:1.0 4:0.0 5:0.0 6:0.0 7:2.369661684247129 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000247035573123
-1 1:7.0 2:0.7142857142857143 3:1.1428571428571428 4:0.42857142857142855 5:0.0 6:0.0 7:3.268945546322680 8:0.14285714285714285 9:0.0 10:0.14285714285714285 11:0.0 12:0.000987654320988
-1 1:2.0 2:0.5 3:1.0 4:3.0 5:0.0 6:0.0 7:5.621437992278781 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000245519273263
-1 1:7.0 2:0.14285714285714285 3:0.42857142857142855 4:0.2857142857142857 5:0.14285714285714285 6:0.14285714285714285 7:0.000000000000000 8:0.0 9:0.0 10:0.14285714285714285 11:0.0 12:0.000000000000000
-1 1:1.0 2:1.0 3:0.0 4:0.0 5:1.0 6:0.0 7:3.924086753381994 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000246669955599
-1 1:1.0 2:1.0 3:1.0 4:0.0 5:1.0 6:0.0 7:0.000000000000000 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000000000000000
+1 1:3.0 2:0.3333333333333333 3:1.0 4:0.3333333333333333 5:0.0 6:0.0 7:2.554294078561853 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000244977951984
-1 1:4.0 2:0.25 3:0.0 4:0.0 5:0.0 6:0.0 7:0.000000000000000 8:0.0 9:0.0 10:0.0 11:0.25 12:0.000000000000000
-1 1:1.0 2:1.0 3:4.0 4:4.0 5:1.0 6:0.0 7:0.000000000000000 8:0.0 9:0.0 10:0.0 11:0.0 12:0.006578947368421
-1 1:1.0 2:1.0 3:0.0 4:1.0 5:0.0 6:0.0 7:4.736043526836300 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000246852628980
-1 1:2.0 2:0.5 3:1.5 4:0.5 5:0.5 6:0.0 7:5.381945169799867 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000246184145741
-1 1:2.0 2:0.5 3:0.0 4:0.5 5:0.5 6:0.5 7:0.000000000000000 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000000000000000
-1 1:1.0 2:1.0 3:2.0 4:3.0 5:1.0 6:0.0 7:2.864511081058392 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000244977951984
-1 1:1.0 2:1.0 3:0.0 4:1.0 5:0.0 6:0.0 7:0.000000000000000 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000000000000000
+1 1:3.0 2:1.0 3:0.0 4:0.3333333333333333 5:0.0 6:0.3333333333333333 7:0.000000000000000 8:0.6666666666666666 9:0.0 10:0.3333333333333333 11:0.0 12:0.000000000000000
-1 1:1.0 2:1.0 3:1.0 4:2.0 5:1.0 6:0.0 7:0.000000000000000 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000000000000000
-1 1:6.0 2:0.16666666666666666 3:1.0 4:0.0 5:0.0 6:0.16666666666666666 7:0.000000000000000 8:0.6666666666666666 9:0.0 10:0.0 11:0.0 12:0.000000000000000
-1 1:1.0 2:1.0 3:0.0 4:6.0 5:0.0 6:0.0 7:-1.414973347970818 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000244917952486
-1 1:1.0 2:1.0 3:2.0 4:2.0 5:1.0 6:0.0 7:0.000000000000000 8:0.0 9:0.0 10:0.0 11:0.0 12:0.017241379310345
-1 1:1.0 2:1.0 3:0.0 4:1.0 5:1.0 6:1.0 7:0.000000000000000 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000000000000000
-1 1:4.0 2:0.75 3:1.25 4:0.25 5:0.25 6:0.0 7:0.000000000000000 8:0.0 9:0.0 10:0.25 11:0.0 12:0.005076142131980
-1 1:1.0 2:1.0 3:0.0 4:1.0 5:0.0 6:0.0 7:2.536674580597391 8:0.0 9:0.0 10:1.0 11:0.0 12:0.000230840258541
-1 1:1.0 2:1.0 3:2.0 4:2.0 5:1.0 6:0.0 7:1.397940008672038 8:0.0 9:0.0 10:0.0 11:0.0 12:0.005208333333333
-1 1:8.0 2:0.125 3:0.875 4:0.25 5:0.125 6:0.125 7:3.863188981599174 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000230574129583
-1 1:5.0 2:0.2 3:1.2 4:0.4 5:0.0 6:0.0 7:0.393661210692763 8:0.2 9:0.0 10:0.0 11:0.0 12:0.000229621125144
-1 1:1.0 2:1.0 3:1.0 4:2.0 5:0.0 6:0.0 7:5.914884000095573 8:0.0 9:0.0 10:1.0 11:0.0 12:0.000230308613542
-1 1:8.0 2:0.125 3:0.25 4:0.375 5:0.0 6:0.375 7:1.982271233039568 8:0.0 9:0.0 10:0.125 11:0.0 12:0.004424778761062
-1 1:9.0 2:0.5555555555555556 3:0.4444444444444444 4:0.1111111111111111 5:0.2222222222222222 6:0.0 7:1.403692337561129 8:0.0 9:0.0 10:0.1111111111111111 11:0.1111111111111111 12:0.001150483202945
-1 1:4.0 2:0.25 3:0.75 4:0.25 5:0.0 6:0.0 7:0.000000000000000 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000000000000000
-1 1:3.0 2:0.3333333333333333 3:0.6666666666666666 4:0.6666666666666666 5:0.0 6:0.0 7:3.634421961738517 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000229621125144
-1 1:3.0 2:0.6666666666666666 3:1.0 4:1.0 5:0.0 6:0.0 7:3.162564406523019 8:0.0 9:0.0 10:1.0 11:0.0 12:0.000459770114943
-1 1:1.0 2:1.0 3:1.0 4:2.0 5:1.0 6:0.0 7:0.000000000000000 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000000000000000
-1 1:1.0 2:1.0 3:2.0 4:1.0 5:2.0 6:0.0 7:4.230181677354314 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000229621125144
-1 1:3.0 2:0.6666666666666666 3:1.6666666666666667 4:0.3333333333333333 5:0.3333333333333333 6:0.0 7:5.455230835721781 8:0.0 9:0.0 10:0.0 11:0.6666666666666666 12:0.000229673863114
+1 1:1.0 2:1.0 3:1.0 4:0.0 5:0.0 6:1.0 7:0.397940008672038 8:0.0 9:0.0 10:0.0 11:0.0 12:0.003831417624521
-1 1:2.0 2:0.5 3:1.5 4:0.0 5:0.0 6:0.0 7:0.000000000000000 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000000000000000
+1 1:1.0 2:2.0 3:2.0 4:1.0 5:0.0 6:0.0 7:1.672097857935718 8:0.0 9:0.0 10:1.0 11:0.0 12:0.000453001132503
-1 1:2.0 2:0.5 3:0.5 4:0.0 5:0.5 6:0.5 7:2.940834713820401 8:0.5 9:0.0 10:0.0 11:0.0 12:0.000226500566251
-1 1:1.0 2:1.0 3:1.0 4:1.0 5:0.0 6:1.0 7:0.000000000000000 8:1.0 9:0.0 10:0.0 11:0.0 12:0.000000000000000
-1 1:1.0 2:1.0 3:1.0 4:0.0 5:0.0 6:0.0 7:0.000000000000000 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000000000000000
+1 1:3.0 2:0.3333333333333333 3:0.6666666666666666 4:1.3333333333333333 5:0.0 6:0.0 7:0.000000000000000 8:0.0 9:0.0 10:0.3333333333333333 11:0.0 12:0.000226500566251
-1 1:1.0 2:1.0 3:1.0 4:43.0 5:0.0 6:0.0 7:0.000000000000000 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000000000000000
-1 1:1.0 2:1.0 3:1.0 4:1.0 5:0.0 6:0.0 7:3.263006363330735 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000226500566251
-1 1:2.0 2:0.5 3:1.0 4:0.5 5:0.5 6:0.0 7:0.000000000000000 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000226500566251
-1 1:1.0 2:1.0 3:0.0 4:0.0 5:0.0 6:0.0 7:3.134814370320460 8:0.0 9:0.0 10:1.0 11:0.0 12:0.000224618149146
+1 1:5.0 2:0.2 3:0.8 4:0.4 5:0.0 6:0.0 7:0.000000000000000 8:0.0 9:0.0 10:0.4 11:0.2 12:0.000000000000000
-1 1:9.0 2:0.1111111111111111 3:0.4444444444444444 4:0.3333333333333333 5:0.1111111111111111 6:0.0 7:0.000000000000000 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000000000000000
+1 1:2.0 2:1.0 3:2.0 4:1.0 5:0.0 6:0.0 7:0.000000000000000 8:0.0 9:0.0 10:0.0 11:1.0 12:0.000000000000000
-1 1:3.0 2:0.3333333333333333 3:1.3333333333333333 4:0.3333333333333333 5:0.3333333333333333 6:0.0 7:0.000000000000000 8:0.0 9:0.0 10:0.0 11:0.0 12:0.003861003861004
+1 1:5.0 2:0.8 3:0.8 4:0.6 5:0.0 6:0.0 7:0.636822097587174 8:0.0 9:0.0 10:0.2 11:0.4 12:0.007177033492823
-1 1:2.0 2:0.5 3:2.0 4:2.5 5:1.0 6:0.0 7:3.099513981943052 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000224064530585
-1 1:2.0 2:1.0 3:2.0 4:2.0 5:0.0 6:0.0 7:0.000000000000000 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000000000000000
-1 1:3.0 2:0.6666666666666666 3:0.6666666666666666 4:0.6666666666666666 5:0.0 6:0.3333333333333333 7:4.115770447076606 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000439753737907
-1 1:1.0 2:1.0 3:2.0 4:1.0 5:0.0 6:0.0 7:4.220490616398814 8:0.0 9:0.0 10:1.0 11:0.0 12:0.000220945647371
-1 1:1.0 2:1.0 3:2.0 4:0.0 5:1.0 6:0.0 7:0.000000000000000 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000000000000000
-1 1:1.0 2:1.0 3:3.0 4:2.0 5:1.0 6:1.0 7:4.955464095869544 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000220653133274
-1 1:6.0 2:0.8333333333333334 3:2.0 4:1.5 5:0.0 6:0.0 7:4.442488614177532 8:0.0 9:0.16666666666666666 10:0.5 11:0.16666666666666666 12:0.000219876868953
-1 1:3.0 2:1.0 3:2.0 4:1.0 5:0.0 6:1.0 7:0.437070738290385 8:0.0 9:0.0 10:0.0 11:1.0 12:0.011450381679389
-1 1:1.0 2:1.0 3:2.0 4:0.0 5:0.0 6:1.0 7:4.410340226794483 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000219587176109
-1 1:4.0 2:0.5 3:2.0 4:0.75 5:0.5 6:0.0 7:4.583502468273037 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000439753737907
-1 1:2.0 2:0.5 3:0.0 4:0.5 5:0.0 6:0.0 7:0.000000000000000 8:0.0 9:0.0 10:0.5 11:0.0 12:0.000000000000000
-1 1:1.0 2:1.0 3:1.0 4:3.0 5:0.0 6:0.0 7:3.590410381253106 8:0.0 9:0.0 10:1.0 11:0.0 12:0.000219635405227
-1 1:2.0 2:0.5 3:1.0 4:1.0 5:0.5 6:0.0 7:0.778151250383644 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000219298245614
-1 1:1.0 2:1.0 3:1.0 4:1.0 5:0.0 6:0.0 7:0.323643088877725 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000219058050383
+1 1:1.0 2:1.0 3:2.0 4:0.0 5:0.0 6:0.0 7:1.575957188763757 8:2.0 9:0.0 10:0.0 11:0.0 12:0.000264480296218
-1 1:2.0 2:0.5 3:1.0 4:0.5 5:0.0 6:0.5 7:4.277906759500080 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000238549618321
-1 1:1.0 2:1.0 3:0.0 4:0.0 5:0.0 6:1.0 7:0.000000000000000 8:1.0 9:0.0 10:0.0 11:0.0 12:0.000228623685414
-1 1:2.0 2:1.0 3:0.5 4:0.0 5:0.0 6:0.0 7:0.000000000000000 8:0.0 9:0.0 10:0.5 11:0.0 12:0.000219010074463
-1 1:1.0 2:1.0 3:0.0 4:0.0 5:0.0 6:0.0 7:3.455214971754952 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000228623685414
-1 1:7.0 2:0.42857142857142855 3:0.2857142857142857 4:0.0 5:0.14285714285714285 6:0.14285714285714285 7:3.208172526667122 8:0.0 9:0.0 10:0.2857142857142857 11:0.0 12:0.000634517766497
-1 1:4.0 2:0.25 3:1.5 4:1.75 5:0.5 6:0.0 7:0.000000000000000 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000000000000000
+1 1:3.0 2:0.3333333333333333 3:0.0 4:0.0 5:0.0 6:0.3333333333333333 7:0.000000000000000 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000000000000000
+1 1:2.0 2:1.0 3:1.5 4:0.0 5:0.0 6:0.5 7:1.466125870418199 8:0.0 9:0.0 10:0.0 11:0.0 12:0.001538461538462
+1 1:1.0 2:1.0 3:1.0 4:0.0 5:0.0 6:0.0 7:0.000000000000000 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000000000000000
+1 1:1.0 2:1.0 3:2.0 4:1.0 5:0.0 6:0.0 7:0.045757490560675 8:0.0 9:0.0 10:0.0 11:1.0 12:0.001508295625943
-1 1:3.0 2:0.3333333333333333 3:0.3333333333333333 4:0.3333333333333333 5:0.0 6:0.3333333333333333 7:0.000000000000000 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000201531640468
-1 1:1.0 2:1.0 3:0.0 4:1.0 5:1.0 6:0.0 7:0.000000000000000 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000201531640468
-1 1:6.0 2:0.3333333333333333 3:0.8333333333333334 4:0.6666666666666666 5:0.16666666666666666 6:0.0 7:0.000000000000000 8:0.0 9:0.0 10:0.16666666666666666 11:0.0 12:0.000000000000000
-1 1:4.0 2:0.25 3:0.0 4:1.0 5:0.0 6:0.0 7:0.000000000000000 8:0.0 9:0.0 10:1.0 11:0.0 12:0.013333333333333
-1 1:1.0 2:1.0 3:3.0 4:1.0 5:2.0 6:0.0 7:0.000000000000000 8:0.0 9:0.0 10:0.0 11:0.0 12:0.000000000000000
-1 1:3.0 2:0.3333333333333333 3:0.3333333333333333 4:0.0 5:0.0 6:0.0 7:0.000000000000000 8:0.0 9:0.0 10:0.3333333333333333 11:0.0 12:0.000000000000000
